"FurnisherName","Address","City","State","Zip","PhoneNumber","vextension","AccountCardType","vnote"
"COMENITY BANK/JUSTICE",null,null,null,null,null,null,null,null
"COMENITY BANK/KANEFU",null,null,null,null,null,null,null,null
"COMENITY BANK/KANEFURN",null,null,null,null,null,null,null,null
"COMENITY BANK/KINGSI",null,null,null,null,null,null,null,null
"COMENITY BANK/KINGSIZE",null,null,null,null,null,null,null,null
"COMENITY BANK/LIMITE",null,null,null,null,null,null,null,null
"COMENITY BANK/LIMITED",null,null,null,null,null,null,null,null
"COMENITY BANK/LNBRYA",null,null,null,null,null,null,null,null
"COMENITY BANK/LNBRYANT",null,null,null,null,null,null,null,null
"COMENITY BANK/MANDEE",null,null,null,null,null,null,null,null
"COMENITY BANK/MAURIC",null,null,null,null,null,null,null,null
"COMENITY BANK/MAURICES",null,null,null,null,null,null,null,null
"COMENITY BANK/MDCHCE",null,null,null,null,null,null,null,null
"COMENITY BANK/NWYRK&",null,null,null,null,null,null,null,null
"COMENITY BANK/PEEBLES",null,null,null,null,null,null,null,null
"COMENITY BANK/PIER 1",null,null,null,null,null,null,null,null
"COMENITY BANK/PTTRYBRN",null,null,null,null,null,null,null,null
"COMENITY BANK/REEDSJ",null,null,null,null,null,null,null,null
"COMENITY BANK/REEDSJLR",null,null,null,null,null,null,null,null
"COMENITY BANK/RH",null,null,null,null,null,null,null,null
"COMENITY BANK/ROAMAN",null,null,null,null,null,null,null,null
"COMENITY BANK/ROAMANS",null,null,null,null,null,null,null,null
"COMENITY BANK/ROOMPL",null,null,null,null,null,null,null,null
"COMENITY BANK/ROOMPLCE",null,null,null,null,null,null,null,null
"COMENITY BANK/SAMUEL",null,null,null,null,null,null,null,null
"COMENITY BANK/SAMUELS",null,null,null,null,null,null,null,null
"COMENITY BANK/SILHOU",null,null,null,null,null,null,null,null
"COMENITY BANK/SPMNGV",null,null,null,null,null,null,null,null
"COMENITY BANK/STAGE",null,null,null,null,null,null,null,null
"COMENITY BANK/TALBOT",null,null,null,null,null,null,null,null
"COMENITY BANK/TORRID",null,null,null,null,null,null,null,null
"COMENITY BANK/TREK",null,null,null,null,null,null,null,null
"COMENITY BANK/TRWRDS",null,null,null,null,null,null,null,null
"COMENITY BANK/WESTGA",null,null,null,null,null,null,null,null
"COMENITY BANK/WOMNWT",null,null,null,null,null,null,null,null
"COMENITY BANK/WOMNWTHN",null,null,null,null,null,null,null,null
"COMENITY BANK/YOUNKERS",null,null,null,null,null,null,null,null
"COMENITY BANK/ZGALLERI",null,null,null,null,null,null,null,null
"COMENITY CAPITAL BAN",null,null,null,null,null,null,null,null
"COMENITY CAPITAL/BLA",null,null,null,null,null,null,null,null
"COMENITY CAPITAL/HSN",null,null,null,null,null,null,null,null
"COMENITY CAPITAL/JJI",null,null,null,null,null,null,null,null
"COMENITYBA",null,null,null,null,null,null,null,null
"COMENITYBANK/A&F",null,null,null,null,null,null,null,null
"COMENITYBANK/AMRSIGN",null,null,null,null,null,null,null,null
"COMENITYBANK/AMRTV",null,null,null,null,null,null,null,null
"COMENITYBANK/ANNTYLR",null,null,null,null,null,null,null,null
"COMENITYBANK/AVENUE",null,null,null,null,null,null,null,null
"COMENITYBANK/BEDFAIR",null,null,null,null,null,null,null,null
"COMENITYBANK/BONTON",null,null,null,null,null,null,null,null
"COMENITYBANK/BREADRWDS",null,null,null,null,null,null,null,null
"COMENITYBANK/BRYLANEHO",null,null,null,null,null,null,null,null
"COMENITYBANK/CAESARS",null,null,null,null,null,null,null,null
"COMENITYBANK/CARSONS",null,null,null,null,null,null,null,null
"COMENITYBANK/CATHERI",null,null,null,null,null,null,null,null
"COMENITYBANK/CATHERINE",null,null,null,null,null,null,null,null
"COMENITYBANK/CH&BANK",null,null,null,null,null,null,null,null
"COMENITYBANK/CHADWICKS",null,null,null,null,null,null,null,null
"COMENITYBANK/CHRISBANK",null,null,null,null,null,null,null,null
"COMENITYBANK/COLDWAT",null,null,null,null,null,null,null,null
"COMENITYBANK/COLDWCMC",null,null,null,null,null,null,null,null
"COMENITYBANK/COMENIT",null,null,null,null,null,null,null,null
"COMENITYBANK/COMENITY",null,null,null,null,null,null,null,null
"COMENITYBANK/COMPANYST",null,null,null,null,null,null,null,null
"COMENITYBANK/CRATEBARL",null,null,null,null,null,null,null,null
"COMENITYBANK/DRESSBARN",null,null,null,null,null,null,null,null
"COMENITYBANK/DSWVS",null,null,null,null,null,null,null,null
"COMENITYBANK/EDDIEBAUR",null,null,null,null,null,null,null,null
"COMENITYBANK/ELDERBEER",null,null,null,null,null,null,null,null
"COMENITYBANK/EXPRESS",null,null,null,null,null,null,null,null
"COMENITYBANK/FLLBTY",null,null,null,null,null,null,null,null
"COMENITYBANK/FTFIGURE",null,null,null,null,null,null,null,null
"COMENITYBANK/GANDRMT",null,null,null,null,null,null,null,null
"COMENITYBANK/GANDRMTMC",null,null,null,null,null,null,null,null
"COMENITYBANK/HELZBER",null,null,null,null,null,null,null,null
"COMENITYBANK/HELZBERG",null,null,null,null,null,null,null,null
"COMENITYBANK/HENRIBNDL",null,null,null,null,null,null,null,null
"COMENITYBANK/HERBERG",null,null,null,null,null,null,null,null
"COMENITYBANK/HERBERGER",null,null,null,null,null,null,null,null
"COMENITYBANK/HOTTOPIC",null,null,null,null,null,null,null,null
"COMENITYBANK/JAREDJE",null,null,null,null,null,null,null,null
"COMENITYBANK/JCREW",null,null,null,null,null,null,null,null
"COMENITYBANK/JESSLONDN",null,null,null,null,null,null,null,null
"COMENITYBANK/JUSTICE",null,null,null,null,null,null,null,null
"COMENITYBANK/KAY",null,null,null,null,null,null,null,null
"COMENITYBANK/KAYJEWE",null,null,null,null,null,null,null,null
"COMENITYBANK/LANEBRY",null,null,null,null,null,null,null,null
"COMENITYBANK/LEGNDPINE",null,null,null,null,null,null,null,null
"COMENITYBANK/LILSWIS",null,null,null,null,null,null,null,null
"COMENITYBANK/MARATHON",null,null,null,null,null,null,null,null
"COMENITYBANK/MAURICE",null,null,null,null,null,null,null,null
"COMENITYBANK/MAURICES",null,null,null,null,null,null,null,null
"COMENITYBANK/MEIJER",null,null,null,null,null,null,null,null
"COMENITYBANK/MEIJERMC",null,null,null,null,null,null,null,null
"COMENITYBANK/METROSTYL",null,null,null,null,null,null,null,null
"COMENITYBANK/NEWPORTNW",null,null,null,null,null,null,null,null
"COMENITYBANK/NWYRK&C",null,null,null,null,null,null,null,null
"COMENITYBANK/NY&CO",null,null,null,null,null,null,null,null
"COMENITYBANK/PACSUNWR",null,null,null,null,null,null,null,null
"COMENITYBANK/PALAISRYL",null,null,null,null,null,null,null,null
"COMENITYBANK/PLAYSTATN",null,null,null,null,null,null,null,null
"COMENITYBANK/PTSPWRMC",null,null,null,null,null,null,null,null
"COMENITYBANK/ROOMPLA",null,null,null,null,null,null,null,null
"COMENITYBANK/SAMUELS",null,null,null,null,null,null,null,null
"COMENITYBANK/SGUIDEV",null,null,null,null,null,null,null,null
"COMENITYBANK/SONYVISA",null,null,null,null,null,null,null,null
"COMENITYBANK/STERLING",null,null,null,null,null,null,null,null
"COMENITYBANK/TALBOTS",null,null,null,null,null,null,null,null
"COMENITYBANK/TRWRDSV",null,null,null,null,null,null,null,null
"COMENITYBANK/VALUECITY",null,null,null,null,null,null,null,null
"COMENITYBANK/VENUS",null,null,null,null,null,null,null,null
"COMENITYBANK/VICSECRMC",null,null,null,null,null,null,null,null
"COMENITYBANK/VICTORI",null,null,null,null,null,null,null,null
"COMENITYBANK/VICTORIA",null,null,null,null,null,null,null,null
"COMENITYBANK/VSMC",null,null,null,null,null,null,null,null
"COMENITYBANK/WAYFAIR",null,null,null,null,null,null,null,null
"COMENITYBANK/WESTELM",null,null,null,null,null,null,null,null
"COMENITYBANK/WESTGATE",null,null,null,null,null,null,null,null
"COMENITYBANK/WOMNWTH",null,null,null,null,null,null,null,null
"COMENITYBK/A&F",null,null,null,null,null,null,null,null
"COMENITYBK/AMRTV",null,null,null,null,null,null,null,null
"COMENITYBK/BEDFORD",null,null,null,null,null,null,null,null
"COMENITYBK/BONTON",null,null,null,null,null,null,null,null
"COMENITYBK/COLDWATER",null,null,null,null,null,null,null,null
"COMENITYBK/FARMERSVS",null,null,null,null,null,null,null,null
"COMENITYBK/FULLBEAUTY",null,null,null,null,null,null,null,null
"COMENITYBK/LILSWISS",null,null,null,null,null,null,null,null
"COMENITYBK/OLDPUEBLO",null,null,null,null,null,null,null,null
"COMENITYBK/WILLIAMS VS",null,null,null,null,null,null,null,null
"COMENITYCAP/ALPHCOS",null,null,null,null,null,null,null,null
"COMENITYCAP/ELDORADO",null,null,null,null,null,null,null,null
"COMENITYCAP/GOLDVIOLIN",null,null,null,null,null,null,null,null
"COMENITYCAP/HANNOUSH",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/1STO",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/1STOP",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/AAAR",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/AAARWD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ACAD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ACADMY",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ADORAM",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/AKC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ALPH",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/B&H",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BALL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BARN",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BBB",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BBBABY",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BBBB",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BBBM",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BEDB",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BHPHOT",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BIGL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BIGLOT",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BIGO",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BJSW",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BLUE",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BOOT",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BOOTBN",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BOSC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BRDPYI",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BUILD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BURLIN",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/BUYB",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/CART",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/CARTER",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/CENT",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/CHLD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/COSM",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/DELL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/DENT",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/DMDI",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/DWOL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/EL D",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/EXPL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/EXPLOR",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/EXPLVI",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/FAMO",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/FAMOUS",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/FE21",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/FLDCPR",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/FLOO",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/FLRDEC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/FRON",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/GAME",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/GDSMCC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/GEM",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/GOOD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/GORD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/HABA",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/HLTH",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/IDD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/IDDE",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/IKEAPC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/IKEAVC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/INTE",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/INTRVL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/LAND",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/LECARD",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/LEVISA",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/LXVI",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/MICHAE",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/MPRC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/MSC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/NFLVS",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/NTB&TK",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/OVER",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/PETC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/PETCO",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/PETCOM",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/PETL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/PREM",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ROSS",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ROSSMC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/RUE2",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/RUE21",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/SALL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/SALONC",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/SEPH",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/SEPHOR",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/SMIL",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/SMLE",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/TOYO",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/TYVI",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ULTA",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/WYND",null,null,null,null,null,null,null,null
"COMENITYCAPITAL/ZALE",null,null,null,null,null,null,null,null
"COMENITYCB/AMERICANLS",null,null,null,null,null,null,null,null
"COMENITYCB/APPLESEEDS",null,null,null,null,null,null,null,null
"COMENITYCB/BARNEYS",null,null,null,null,null,null,null,null
"COMENITYCB/BLAIR",null,null,null,null,null,null,null,null
"COMENITYCB/BLUENILE",null,null,null,null,null,null,null,null
"COMENITYCB/BOSCOV",null,null,null,null,null,null,null,null
"COMENITYCB/C21",null,null,null,null,null,null,null,null
"COMENITYCB/COSMOPROF",null,null,null,null,null,null,null,null
"COMENITYCB/DAVIDSBRIDE",null,null,null,null,null,null,null,null
"COMENITYCB/DIAMONDINT",null,null,null,null,null,null,null,null
"COMENITYCB/DNTALLIANCE",null,null,null,null,null,null,null,null
"COMENITYCB/DNTFIRST",null,null,null,null,null,null,null,null
"COMENITYCB/DRAPERDAMON",null,null,null,null,null,null,null,null
"COMENITYCB/FASTLINE",null,null,null,null,null,null,null,null
"COMENITYCB/FOREVER21",null,null,null,null,null,null,null,null
"COMENITYCB/FRONTGATE",null,null,null,null,null,null,null,null
"COMENITYCB/GAMESTOP",null,null,null,null,null,null,null,null
"COMENITYCB/GARDNERWHT",null,null,null,null,null,null,null,null
"COMENITYCB/GOODSAMVISA",null,null,null,null,null,null,null,null
"COMENITYCB/GORDONS",null,null,null,null,null,null,null,null
"COMENITYCB/GRANDINROAD",null,null,null,null,null,null,null,null
"COMENITYCB/HABAND",null,null,null,null,null,null,null,null
"COMENITYCB/HLTHPLAN",null,null,null,null,null,null,null,null
"COMENITYCB/HSN",null,null,null,null,null,null,null,null
"COMENITYCB/IDDEAL",null,null,null,null,null,null,null,null
"COMENITYCB/IDEALIMAGE",null,null,null,null,null,null,null,null
"COMENITYCB/IMPROVEMENT",null,null,null,null,null,null,null,null
"COMENITYCB/JDWILLIAMS",null,null,null,null,null,null,null,null
"COMENITYCB/JJILL",null,null,null,null,null,null,null,null
"COMENITYCB/LENDINGCLUB",null,null,null,null,null,null,null,null
"COMENITYCB/LINENSOURCE",null,null,null,null,null,null,null,null
"COMENITYCB/MODELLSMVP",null,null,null,null,null,null,null,null
"COMENITYCB/MYPLACERWDS",null,null,null,null,null,null,null,null
"COMENITYCB/MYSMLCARE",null,null,null,null,null,null,null,null
"COMENITYCB/NORMTHOMPSN",null,null,null,null,null,null,null,null
"COMENITYCB/OVERSTOCK",null,null,null,null,null,null,null,null
"COMENITYCB/PETLAND",null,null,null,null,null,null,null,null
"COMENITYCB/PIERCINGPGD",null,null,null,null,null,null,null,null
"COMENITYCB/PREMIERDSGN",null,null,null,null,null,null,null,null
"COMENITYCB/SAVON",null,null,null,null,null,null,null,null
"COMENITYCB/SMILEGENFIN",null,null,null,null,null,null,null,null
"COMENITYCB/TILE SHOP",null,null,null,null,null,null,null,null
"COMENITYCB/TOYOTA RWDS",null,null,null,null,null,null,null,null
"COMENITYCB/TOYOTA VISA",null,null,null,null,null,null,null,null
"COMENITYCB/ULTA",null,null,null,null,null,null,null,null
"COMENITYCB/ULTA MC",null,null,null,null,null,null,null,null
"COMENITYCB/WINTERSILKS",null,null,null,null,null,null,null,null
"COMENITYCB/WYNDHAM",null,null,null,null,null,null,null,null
"COMENITYCB/YOURTUITION",null,null,null,null,null,null,null,null
"COMENITYCB/ZALES",null,null,null,null,null,null,null,null
"COMENITYCB/ZALESOUTLET",null,null,null,null,null,null,null,null
"COMENTIYBANK/JARED",null,null,null,null,null,null,null,null
"COMERICA BANK",null,null,null,null,null,null,null,null
"COMERICABANK",null,null,null,null,null,null,null,null
"COMM & STHRN",null,null,null,null,null,null,null,null
"COMM & SV BK",null,null,null,null,null,null,null,null
"COMM AMER CU",null,null,null,null,null,null,null,null
"COMM AMERICA",null,null,null,null,null,null,null,null
"COMM AMERICA/TRU HOME",null,null,null,null,null,null,null,null
"COMM FIN SVC",null,null,null,null,null,null,null,null
